inputs,targets
14/06/2003,2003-06-14
22 mar 1999,1999-03-22
7/13/17,2017-07-13
jul 14 1981,1981-07-14
thu 27 apr 1995,1995-04-27
1/13/19,2019-01-13
monday 10 april 1972,1972-04-10
aug 5 1985,1985-08-05
sun 21 dec 2008,2008-12-21
31 august 2000,2000-08-31
5 april 1982,1982-04-05
fri 13 feb 1987,1987-02-13
wed 23 jan 2008,2008-01-23
aug 9 1984,1984-08-09
17 october 1986,1986-10-17
thu 5 sep 2013,2013-09-05
mon 24 jul 1989,1989-07-24
sep 11 2013,2013-09-11
friday november 20 2020,2020-11-20
november 13 2002,2002-11-13
sat 15 jun 1991,1991-06-15
7 april 1987,1987-04-07
thu 16 apr 1987,1987-04-16
4/1/21,2021-04-01
sunday september 28 1980,1980-09-28
wed 9 feb 2011,2011-02-09
april 27 1999,1999-04-27
04/08/2001,2001-08-04
6/3/13,2013-06-03
thursday 23 may 1996,1996-05-23
wed 19 jan 2011,2011-01-19
08/12/2016,2016-12-08
26 apr 1991,1991-04-26
friday 19 january 1990,1990-01-19
fri 31 jan 1986,1986-01-31
tuesday january 25 2022,2022-01-25
saturday october 14 1989,1989-10-14
october 27 1977,1977-10-27
24 december 1992,1992-12-24
dec 1 2014,2014-12-01
oct 25 2012,2012-10-25
oct 13 2007,2007-10-13
saturday december 30 2000,2000-12-30
8/11/11,2011-08-11
02/10/2019,2019-10-02
june 29 2018,2018-06-29
october 27 1988,1988-10-27
22 jun 1975,1975-06-22
friday 11 december 2020,2020-12-11
december 17 1986,1986-12-17
thu 12 mar 2020,2020-03-12
15 march 2003,2003-03-15
mon 13 jul 2009,2009-07-13
tue 20 jan 1976,1976-01-20
fri 17 aug 2012,2012-08-17
wed 30 may 2012,2012-05-30
sunday 16 september 2001,2001-09-16
13 aug 1975,1975-08-13
monday february 9 1998,1998-02-09
mon 26 mar 2012,2012-03-26
tuesday 8 june 2010,2010-06-08
tuesday 18 january 2022,2022-01-18
14/07/2021,2021-07-14
02/11/1999,1999-11-02
monday 4 july 1977,1977-07-04
24 march 1999,1999-03-24
saturday 10 may 1997,1997-05-10
jun 28 1976,1976-06-28
december 8 1994,1994-12-08
6/8/96,1996-06-08
10/22/15,2015-10-22
monday 6 april 2020,2020-04-06
1 may 1993,1993-05-01
25 may 1994,1994-05-25
2/17/08,2008-02-17
21 december 1992,1992-12-21
22 sep 1997,1997-09-22
wednesday september 1 1971,1971-09-01
1/10/12,2012-01-10
24 sep 2017,2017-09-24
thu 9 apr 1970,1970-04-09
29/05/2000,2000-05-29
12/06/2003,2003-06-12
friday november 15 1974,1974-11-15
june 22 1990,1990-06-22
monday october 3 2016,2016-10-03
9 january 2020,2020-01-09
mon 19 feb 2001,2001-02-19
14 feb 1992,1992-02-14
1 april 1989,1989-04-01
22 mar 1980,1980-03-22
2 november 1989,1989-11-02
20/12/2015,2015-12-20
tue 19 feb 2019,2019-02-19
19 apr 2010,2010-04-19
10 january 1975,1975-01-10
friday march 8 1996,1996-03-08
16 aug 2013,2013-08-16
friday september 22 1978,1978-09-22
1/17/89,1989-01-17
december 5 2000,2000-12-05
saturday february 18 1978,1978-02-18
sunday december 5 1976,1976-12-05
may 3 2020,2020-05-03
3/19/06,2006-03-19
4 jan 2016,2016-01-04
tuesday 26 december 2000,2000-12-26
monday january 8 1990,1990-01-08
dec 16 1991,1991-12-16
fri 19 apr 1991,1991-04-19
10 mar 2004,2004-03-10
monday 4 january 2010,2010-01-04
9/1/94,1994-09-01
sep 9 2009,2009-09-09
thursday 21 november 1996,1996-11-21
jul 6 1977,1977-07-06
tue 16 nov 1971,1971-11-16
may 22 1993,1993-05-22
monday 21 december 1981,1981-12-21
4/21/20,2020-04-21
monday august 15 2011,2011-08-15
5 march 1972,1972-03-05
tue 19 jan 2021,2021-01-19
30/09/1986,1986-09-30
sunday october 17 1971,1971-10-17
feb 10 2018,2018-02-10
thursday may 3 1973,1973-05-03
1 apr 1993,1993-04-01
friday 21 april 2017,2017-04-21
july 31 2016,2016-07-31
wed 23 aug 2017,2017-08-23
29 oct 2017,2017-10-29
tuesday 5 may 1970,1970-05-05
november 22 1974,1974-11-22
sep 27 1978,1978-09-27
saturday december 15 2012,2012-12-15
thursday november 11 1982,1982-11-11
25 april 2004,2004-04-25
thursday 28 july 1983,1983-07-28
24 may 2000,2000-05-24
sunday march 19 2000,2000-03-19
feb 24 2005,2005-02-24
12/9/92,1992-12-09
tue 31 jan 1995,1995-01-31
29 december 1998,1998-12-29
sunday january 22 1984,1984-01-22
aug 30 1980,1980-08-30
7 sep 1976,1976-09-07
4/16/91,1991-04-16
4 apr 2019,2019-04-04
friday july 27 2012,2012-07-27
sep 30 1983,1983-09-30
14/09/2018,2018-09-14
02/03/1981,1981-03-02
30 aug 2005,2005-08-30
18 april 2020,2020-04-18
mar 31 1973,1973-03-31
11/23/91,1991-11-23
december 25 1994,1994-12-25
sat 8 apr 2006,2006-04-08
29 january 1990,1990-01-29
feb 19 1982,1982-02-19
april 23 1983,1983-04-23
aug 30 2003,2003-08-30
13/10/2013,2013-10-13
10/09/2009,2009-09-10
sunday december 14 1997,1997-12-14
friday october 24 1975,1975-10-24
july 20 2002,2002-07-20
thu 30 mar 1978,1978-03-30
fri 22 aug 2003,2003-08-22
18 december 2019,2019-12-18
22/01/2002,2002-01-22
monday july 29 2002,2002-07-29
9/7/71,1971-09-07
3 jul 1981,1981-07-03
23 january 2017,2017-01-23
10 mar 2010,2010-03-10
19 mar 1993,1993-03-19
7/26/91,1991-07-26
may 19 2004,2004-05-19
mon 27 jan 1992,1992-01-27
fri 9 mar 2018,2018-03-09
dec 29 2002,2002-12-29
wednesday march 11 2020,2020-03-11
monday may 27 2019,2019-05-27
jun 23 2014,2014-06-23
may 5 1981,1981-05-05
sep 6 2000,2000-09-06
sunday 18 december 2011,2011-12-18
29 june 2007,2007-06-29
sunday 22 may 1983,1983-05-22
jan 11 1992,1992-01-11
august 30 1999,1999-08-30
tuesday 20 july 1971,1971-07-20
july 16 2017,2017-07-16
january 12 2017,2017-01-12
1 october 1983,1983-10-01
11/10/97,1997-11-10
friday 16 april 1993,1993-04-16
sun 10 jun 1990,1990-06-10
24 sep 1983,1983-09-24
23/11/1980,1980-11-23
2/6/13,2013-02-06
9/14/19,2019-09-14
4/15/13,2013-04-15
07/02/2001,2001-02-07
11/21/72,1972-11-21
december 29 2008,2008-12-29
05/03/2013,2013-03-05
sunday 27 march 1977,1977-03-27
2 november 2005,2005-11-02
wednesday june 8 2011,2011-06-08
26 august 2015,2015-08-26
march 11 2012,2012-03-11
mon 16 dec 1991,1991-12-16
saturday 3 may 1980,1980-05-03
wed 13 mar 2013,2013-03-13
sunday 5 january 2014,2014-01-05
october 14 2020,2020-10-14
5 september 2005,2005-09-05
friday 2 january 2009,2009-01-02
jul 25 1972,1972-07-25
saturday april 11 1998,1998-04-11
12 february 2005,2005-02-12
sun 7 jul 1991,1991-07-07
sat 27 dec 1997,1997-12-27
03/04/1984,1984-04-03
05/09/2003,2003-09-05
02/11/2001,2001-11-02
thu 23 jun 2022,2022-06-23
mon 15 dec 1980,1980-12-15
26 august 1989,1989-08-26
saturday february 10 2007,2007-02-10
13 august 1971,1971-08-13
28 april 1984,1984-04-28
sunday october 13 2013,2013-10-13
tue 23 apr 2019,2019-04-23
tue 6 may 2003,2003-05-06
wed 6 feb 2002,2002-02-06
4/26/03,2003-04-26
oct 3 1992,1992-10-03
tue 17 apr 1979,1979-04-17
23/05/1976,1976-05-23
9 september 1995,1995-09-09
31/07/1978,1978-07-31
tuesday may 1 1973,1973-05-01
august 22 1993,1993-08-22
3 august 1978,1978-08-03
12 september 1981,1981-09-12
monday 22 october 1979,1979-10-22
20/08/2011,2011-08-20
01/06/2007,2007-06-01
28 february 2006,2006-02-28
2/23/88,1988-02-23
23 august 1971,1971-08-23
1 may 1973,1973-05-01
21 aug 1985,1985-08-21
sunday july 26 1981,1981-07-26
18 august 2003,2003-08-18
30/11/1986,1986-11-30
monday august 29 2011,2011-08-29
october 29 2016,2016-10-29
mon 21 nov 1994,1994-11-21
june 19 2000,2000-06-19
sunday 29 november 2020,2020-11-29
july 4 1975,1975-07-04
sunday 28 april 1985,1985-04-28
wed 19 apr 2017,2017-04-19
31 october 2019,2019-10-31
february 11 2014,2014-02-11
april 27 2002,2002-04-27
may 26 1979,1979-05-26
wednesday 31 july 2019,2019-07-31
sun 6 oct 2019,2019-10-06
05/09/2018,2018-09-05
18 october 2021,2021-10-18
18/04/2009,2009-04-18
01/07/1982,1982-07-01
sat 23 jan 1999,1999-01-23
11/18/02,2002-11-18
sep 10 1983,1983-09-10
mar 3 1999,1999-03-03
29/11/1975,1975-11-29
thursday august 30 2012,2012-08-30
fri 25 jul 1986,1986-07-25
jul 22 1978,1978-07-22
30 dec 2015,2014-12-30
14/12/2017,2017-12-14
16/10/1997,1997-10-16
sat 20 may 1978,1978-05-20
wed 16 mar 2005,2005-03-16
20 jul 1977,1977-07-20
14 mar 2012,2012-03-14
6/7/20,2020-06-07
8 may 1981,1981-05-08
3 august 2002,2002-08-03
thu 26 sep 1974,1974-09-26
21/09/2010,2010-09-21
11 august 2010,2010-08-11
tuesday march 9 2021,2021-03-09
4 dec 2002,2002-12-04
06/09/1996,1996-09-06
monday may 16 1977,1977-05-16
monday december 24 2001,2001-12-24
wednesday 28 january 2009,2009-01-28
10/8/04,2004-10-08
thursday 16 august 1979,1979-08-16
sun 28 dec 1986,1986-12-28
thursday 17 october 1985,1985-10-17
4 aug 2004,2004-08-04
september 4 1985,1985-09-04
20 june 1998,1998-06-20
may 3 2011,2011-05-03
may 31 2009,2009-05-31
thursday april 8 1976,1976-04-08
07/01/1986,1986-01-07
1/10/21,2021-01-10
17 apr 1992,1992-04-17
11/19/79,1979-11-19
10/27/18,2018-10-27
tue 6 oct 1992,1992-10-06
10/31/76,1976-10-31
friday may 25 1990,1990-05-25
15 october 1985,1985-10-15
6/2/21,2021-06-02
13/04/2001,2001-04-13
tuesday september 22 1992,1992-09-22
27/05/1971,1971-05-27
sun 12 sep 1976,1976-09-12
1/8/72,1972-01-08
22 october 2009,2009-10-22
sunday july 29 2001,2001-07-29
03/06/1997,1997-06-03
30/09/1996,1996-09-30
feb 13 2018,2018-02-13
saturday 26 february 2005,2005-02-26
23 jan 2013,2013-01-23
11/03/1995,1995-03-11
6/9/71,1971-06-09
3/27/02,2002-03-27
26 november 2005,2005-11-26
5 jun 1978,1978-06-05
23/05/2018,2018-05-23
thursday 21 august 2003,2003-08-21
march 13 2006,2006-03-13
wed 26 mar 1980,1980-03-26
7/2/76,1976-07-02
2 june 1997,1997-06-02
wed 30 jul 1975,1975-07-30
friday 13 july 2012,2012-07-13
wednesday january 13 2010,2010-01-13
feb 4 2019,2019-02-04
thu 17 jan 2002,2002-01-17
17 jan 1993,1993-01-17
11/27/11,2011-11-27
29 oct 1993,1993-10-29
8/9/18,2018-08-09
sunday april 5 1992,1992-04-05
2/14/84,1984-02-14
11 september 1973,1973-09-11
sat 15 feb 1992,1992-02-15
tue 15 jun 2021,2021-06-15
saturday july 25 2015,2015-07-25
7/9/89,1989-07-09
8 june 2013,2013-06-08
august 11 1997,1997-08-11
04/04/2006,2006-04-04
24 mar 1978,1978-03-24
friday august 11 1978,1978-08-11
1 july 1978,1978-07-01
feb 7 2020,2020-02-07
saturday 21 february 2004,2004-02-21
28 mar 2003,2003-03-28
sunday 7 september 1980,1980-09-07
wednesday 26 july 1995,1995-07-26
apr 5 1977,1977-04-05
monday february 28 2000,2000-02-28
17 dec 1976,1976-12-17
3/14/77,1977-03-14
18 feb 1977,1977-02-18
thursday 27 february 2003,2003-02-27
09/11/2005,2005-11-09
23 august 1990,1990-08-23
mon 20 jan 1992,1992-01-20
18 october 2007,2007-10-18
sun 21 apr 2019,2019-04-21
3/23/72,1972-03-23
wednesday august 7 2019,2019-08-07
thursday 17 june 2004,2004-06-17
february 15 1999,1999-02-15
october 11 2015,2015-10-11
29 december 2011,2011-12-29
28/06/2022,2022-06-28
sun 2 dec 2018,2018-12-02
december 19 1981,1981-12-19
jun 16 2022,2022-06-16
may 1 1978,1978-05-01
may 22 2009,2009-05-22
oct 20 2006,2006-10-20
23 october 2001,2001-10-23
22/09/1989,1989-09-22
march 31 1995,1995-03-31
19 aug 2001,2001-08-19
tuesday april 14 1970,1970-04-14
30 may 1991,1991-05-30
wednesday august 1 2018,2018-08-01
tue 12 feb 2019,2019-02-12
october 13 1996,1996-10-13
27/07/2012,2012-07-27
fri 27 aug 2021,2021-08-27
may 27 1978,1978-05-27
friday 6 march 1981,1981-03-06
feb 4 1999,1999-02-04
07/08/1974,1974-08-07
feb 14 1982,1982-02-14
august 11 2010,2010-08-11
wednesday 27 october 1976,1976-10-27
mar 27 1999,1999-03-27
sunday 22 september 1991,1991-09-22
24 jun 1977,1977-06-24
23/07/1990,1990-07-23
10/12/2017,2017-12-10
friday 2 july 2004,2004-07-02
7/18/07,2007-07-18
17 apr 2021,2021-04-17
14 november 1983,1983-11-14
jun 13 1979,1979-06-13
saturday 16 november 2002,2002-11-16
may 14 1994,1994-05-14
6/10/00,2000-06-10
october 9 2015,2015-10-09
14 october 2019,2019-10-14
saturday september 26 1998,1998-09-26
monday november 21 2005,2005-11-21
sun 17 may 1970,1970-05-17
02/09/2001,2001-09-02
tuesday april 28 1992,1992-04-28
13 august 1979,1979-08-13
april 14 1973,1973-04-14
12 mar 1987,1987-03-12
november 28 2013,2013-11-28
january 21 1980,1980-01-21
31 jan 2012,2012-01-31
june 10 1991,1991-06-10
17/03/2010,2010-03-17
oct 26 1973,1973-10-26
3 mar 1981,1981-03-03
09/08/1970,1970-08-09
nov 7 2003,2003-11-07
friday september 20 1996,1996-09-20
20 march 2002,2002-03-20
13 oct 2005,2005-10-13
7/27/06,2006-07-27
03/09/1993,1993-09-03
30 may 1983,1983-05-30
3 aug 1995,1995-08-03
18 september 1995,1995-09-18
3/30/83,1983-03-30
sunday 22 july 1973,1973-07-22
8/11/04,2004-08-11
4/16/94,1994-04-16
december 2 1997,1997-12-02
4/19/73,1973-04-19
21 nov 1992,1992-11-21
february 14 1978,1978-02-14
08/06/1977,1977-06-08
5/11/12,2012-05-11
sat 23 dec 1972,1972-12-23
mar 20 1990,1990-03-20
oct 16 2002,2002-10-16
sat 16 oct 1982,1982-10-16
tuesday 9 july 1991,1991-07-09
sunday january 12 1992,1992-01-12
jun 25 1991,1991-06-25
wed 26 jan 2000,2000-01-26
3 sep 2009,2009-09-03
april 21 1994,1994-04-21
mon 14 dec 2009,2009-12-14
fri 18 mar 2011,2011-03-18
may 9 1995,1995-05-09
5/23/15,2015-05-23
november 21 2010,2010-11-21
october 3 2016,2016-10-03
wed 6 aug 1980,1980-08-06
5/22/15,2015-05-22
monday 28 january 1980,1980-01-28
jan 4 2010,2010-01-04
saturday 2 april 2022,2022-04-02
dec 12 1996,1996-12-12
wednesday october 9 2002,2002-10-09
20/07/1971,1971-07-20
saturday march 15 2003,2003-03-15
thursday 1 september 1988,1988-09-01
16 february 2000,2000-02-16
wed 5 oct 1983,1983-10-05
wednesday september 16 1992,1992-09-16
august 2 2003,2003-08-02
5 august 1991,1991-08-05
13 november 1980,1980-11-13
wednesday 22 december 2021,2021-12-22
monday 17 july 2017,2017-07-17
tuesday 10 july 2018,2018-07-10
29 december 1992,1992-12-29
wednesday march 16 1977,1977-03-16
30 apr 2022,2022-04-30
october 29 1988,1988-10-29
17/12/1971,1971-12-17
7 june 2014,2014-06-07
september 12 1990,1990-09-12
wednesday 3 february 1993,1993-02-03
thursday april 1 2021,2021-04-01
tue 20 nov 2001,2001-11-20
wednesday july 12 1989,1989-07-12
9 dec 2011,2011-12-09
mon 4 dec 1978,1978-12-04
mon 15 apr 1985,1985-04-15
tuesday september 17 1991,1991-09-17
wednesday may 13 2020,2020-05-13
saturday 12 april 2014,2014-04-12
apr 1 1979,1979-04-01
friday 25 july 2003,2003-07-25
7/23/73,1973-07-23
july 13 1993,1993-07-13
tuesday july 11 1989,1989-07-11
wednesday 27 august 1997,1997-08-27
sunday july 30 2000,2000-07-30
fri 9 mar 2007,2007-03-09
thursday 31 march 1988,1988-03-31
30 oct 2007,2007-10-30
sunday 17 june 2012,2012-06-17
20 nov 1970,1970-11-20
22/08/2003,2003-08-22
29 december 1985,1985-12-29
thursday july 23 2015,2015-07-23
tue 28 jan 1975,1975-01-28
wednesday september 21 2016,2016-09-21
tuesday october 26 1971,1971-10-26
09/08/1986,1986-08-09
4 oct 1980,1980-10-04
mon 26 mar 1990,1990-03-26
may 12 2008,2008-05-12
december 6 1977,1977-12-06
wednesday july 18 1973,1973-07-18
thursday 19 december 2013,2013-12-19
09/09/2010,2010-09-09
7 feb 1999,1999-02-07
thu 25 may 1972,1972-05-25
4 may 1979,1979-05-04
january 12 1976,1976-01-12
5 july 2020,2020-07-05
wed 30 dec 1981,1981-12-30
11/02/2010,2010-02-11
tuesday 1 november 2011,2011-11-01
sep 16 2016,2016-09-16
sep 23 2011,2011-09-23
mon 17 feb 1997,1997-02-17
april 11 2010,2010-04-11
sunday november 15 1992,1992-11-15
tuesday 29 september 2009,2009-09-29
10 may 1974,1974-05-10
23 january 2008,2008-01-23
2/24/82,1982-02-24
16 sep 1994,1994-09-16
tuesday september 14 2010,2010-09-14
4/3/05,2005-04-03
saturday 14 july 2018,2018-07-14
saturday july 9 1988,1988-07-09
wednesday 20 september 1972,1972-09-20
february 8 2005,2005-02-08
april 14 1976,1976-04-14
13 august 1990,1990-08-13
december 10 2017,2017-12-10
7/2/09,2009-07-02
october 14 1993,1993-10-14
may 31 1993,1993-05-31
24 january 1989,1989-01-24
jun 14 1971,1971-06-14
9 september 2012,2012-09-09
14/04/2022,2022-04-14
27 november 1987,1987-11-27
wed 29 may 1974,1974-05-29
17/12/1979,1979-12-17
16/10/1998,1998-10-16
sun 7 dec 2003,2003-12-07
8 september 1987,1987-09-08
7/7/20,2020-07-07
1/4/98,1998-01-04
may 23 1971,1971-05-23
apr 14 1979,1979-04-14
wednesday march 15 1995,1995-03-15
wednesday january 6 1971,1971-01-06
16 december 2006,2006-12-16
jun 20 1993,1993-06-20
8/24/05,2005-08-24
tuesday september 6 1988,1988-09-06
6 nov 2014,2014-11-06
22/08/2019,2019-08-22
29 mar 2019,2019-03-29
9/6/86,1986-09-06
23 sep 1989,1989-09-23
2/13/16,2016-02-13
sunday 19 march 1989,1989-03-19
thu 12 jul 1979,1979-07-12
2 october 2001,2001-10-02
july 7 1981,1981-07-07
03/01/2002,2002-01-03
18 aug 1983,1983-08-18
may 24 1989,1989-05-24
november 27 2009,2009-11-27
saturday november 16 1996,1996-11-16
8 august 1979,1979-08-08
nov 20 1999,1999-11-20
may 29 2005,2005-05-29
10/16/94,1994-10-16
10/03/2019,2019-03-10
wed 5 aug 2020,2020-08-05
11/10/1974,1974-10-11
monday 15 june 2009,2009-06-15
september 18 1971,1971-09-18
28/11/1987,1987-11-28
sat 28 mar 2009,2009-03-28
february 15 2011,2011-02-15
july 12 2014,2014-07-12
sat 14 sep 1996,1996-09-14
18 march 1978,1978-03-18
22/03/1971,1971-03-22
4/23/03,2003-04-23
march 12 2020,2020-03-12
12/7/19,2019-12-07
8/3/75,1975-08-03
18 december 2007,2007-12-18
saturday 30 november 2019,2019-11-30
10/8/88,1988-10-08
sunday 8 february 2004,2004-02-08
may 3 2016,2016-05-03
29/02/1988,1988-02-29
friday 12 may 1989,1989-05-12
wednesday july 25 1984,1984-07-25
22/01/2013,2013-01-22
fri 26 jan 2007,2007-01-26
wednesday 22 april 1981,1981-04-22
8/13/89,1989-08-13
jun 8 2022,2022-06-08
jun 10 2016,2016-06-10
28/05/1987,1987-05-28
may 21 2017,2017-05-21
03/07/1993,1993-07-03
11/27/16,2016-11-27
mon 23 apr 2007,2007-04-23
wed 19 nov 2008,2008-11-19
07/08/1997,1997-08-07
november 24 2013,2013-11-24
6 aug 1972,1972-08-06
sat 14 aug 2021,2021-08-14
jun 11 1993,1993-06-11
may 8 2009,2009-05-08
11/08/1991,1991-08-11
wednesday 16 may 1973,1973-05-16
august 30 1991,1991-08-30
tuesday april 5 2022,2022-04-05
14 november 1995,1995-11-14
4/9/03,2003-04-09
5/20/94,1994-05-20
thu 23 jul 1992,1992-07-23
16 june 1984,1984-06-16
24 feb 1990,1990-02-24
sat 19 oct 2019,2019-10-19
10 august 1979,1979-08-10
24 dec 2005,2005-12-24
sep 3 1991,1991-09-03
march 14 1988,1988-03-14
26 feb 2014,2014-02-26
dec 4 2011,2011-12-04
thursday january 19 2006,2006-01-19
tuesday 14 february 2006,2006-02-14
22 june 1986,1986-06-22
11/8/75,1975-11-08
9/22/10,2010-09-22
jun 29 1982,1982-06-29
september 26 1996,1996-09-26
12 apr 1979,1979-04-12
mar 29 1991,1991-03-29
tue 1 nov 1977,1977-11-01
11/17/90,1990-11-17
saturday september 3 1983,1983-09-03
9 august 2013,2013-08-09
3 may 1972,1972-05-03
july 2 1984,1984-07-02
04/12/1979,1979-12-04
monday 10 august 2009,2009-08-10
tue 24 nov 1970,1970-11-24
27/04/2008,2008-04-27
12/10/1977,1977-10-12
22 feb 2018,2018-02-22
05/06/1990,1990-06-05
23 jun 1975,1975-06-23
13 mar 2016,2016-03-13
wednesday 26 may 2021,2021-05-26
mon 3 nov 1980,1980-11-03
sunday 13 august 2006,2006-08-13
dec 18 2017,2017-12-18
06/09/2016,2016-09-06
9 apr 1996,1996-04-09
8/19/13,2013-08-19
thu 19 feb 1970,1970-02-19
tuesday may 6 2003,2003-05-06
11 june 1980,1980-06-11
mon 22 feb 2021,2021-02-22
saturday 1 february 2014,2014-02-01
22/03/1976,1976-03-22
1/11/88,1988-01-11
8 august 1992,1992-08-08
friday 26 may 1995,1995-05-26
3 july 2020,2020-07-03
sat 5 jan 2019,2019-01-05
4 june 1995,1995-06-04
4/9/75,1975-04-09
4/17/78,1978-04-17
saturday february 7 1987,1987-02-07
9 mar 1970,1970-03-09
3 march 2003,2003-03-03
july 20 2016,2016-07-20
friday 1 march 1985,1985-03-01
6/3/75,1975-06-03
dec 3 1973,1973-12-03
mon 21 mar 1983,1983-03-21
29 january 1984,1984-01-29
apr 20 1994,1994-04-20
april 10 2017,2017-04-10
november 13 2002,2002-11-13
feb 18 2006,2006-02-18
fri 12 apr 2019,2019-04-12
wednesday october 10 1990,1990-10-10
mon 6 oct 1980,1980-10-06
saturday may 21 2011,2011-05-21
17 dec 1991,1991-12-17
tuesday 19 october 2010,2010-10-19
august 16 1993,1993-08-16
7/4/09,2009-07-04
dec 2 2007,2007-12-02
20 july 2004,2004-07-20
sunday may 15 1977,1977-05-15
29/10/1981,1981-10-29
may 27 2014,2014-05-27
10 jun 1975,1975-06-10
sat 7 apr 1990,1990-04-07
22/01/1997,1997-01-22
march 3 1978,1978-03-03
jul 18 2004,2004-07-18
sunday 25 february 2001,2001-02-25
19 november 1980,1980-11-19
sat 17 apr 2010,2010-04-17
3/18/87,1987-03-18
friday 28 march 2014,2014-03-28
18/02/1988,1988-02-18
8 march 2007,2007-03-08
nov 8 2018,2018-11-08
04/06/1979,1979-06-04
thursday 19 june 1986,1986-06-19
27 may 2008,2008-05-27
24 february 2011,2011-02-24
sat 15 may 1993,1993-05-15
nov 3 1988,1988-11-03
27 october 2018,2018-10-27
sun 10 apr 1994,1994-04-10
sunday june 8 2014,2014-06-08
30 march 2020,2020-03-30
13 january 2006,2006-01-13
february 28 2011,2011-02-28
may 17 1980,1980-05-17
sun 4 apr 1982,1982-04-04
sunday june 28 1998,1998-06-28
friday 24 june 1983,1983-06-24
wednesday august 26 2015,2015-08-26
wednesday 10 april 1974,1974-04-10
sunday 1 march 1992,1992-03-01
9 december 2014,2014-12-09
may 15 2006,2006-05-15
september 9 1998,1998-09-09
4 january 1981,1981-01-04
monday february 18 2002,2002-02-18
january 25 2006,2006-01-25
11 mar 2005,2005-03-11
7 november 2006,2006-11-07
december 5 2006,2006-12-05
friday january 25 2013,2013-01-25
wed 26 nov 2014,2014-11-26
1/23/03,2003-01-23
mon 1 nov 2010,2010-11-01
january 4 2003,2003-01-04
jan 9 2009,2009-01-09
thu 19 aug 2021,2021-08-19
mon 30 dec 1986,1985-12-30
10/18/83,1983-10-18
8/19/12,2012-08-19
june 1 1998,1998-06-01
29/05/1996,1996-05-29
november 23 1997,1997-11-23
sunday may 30 1982,1982-05-30
11 aug 2006,2006-08-11
10/12/11,2011-10-12
wed 5 mar 2014,2014-03-05
august 4 1999,1999-08-04
10 mar 1985,1985-03-10
8/13/93,1993-08-13
sun 25 aug 2013,2013-08-25
13 march 2021,2021-03-13
23 dec 1985,1985-12-23
13 february 1993,1993-02-13
march 11 1982,1982-03-11
wednesday december 14 1977,1977-12-14
11/12/2020,2020-12-11
tuesday 16 july 1974,1974-07-16
monday january 8 2001,2001-01-08
saturday march 27 1982,1982-03-27
01/09/2020,2020-09-01
10/13/09,2009-10-13
friday 8 july 1983,1983-07-08
tuesday november 5 1991,1991-11-05
tuesday 27 november 2007,2007-11-27
april 17 1995,1995-04-17
may 7 2009,2009-05-07
wednesday june 29 1983,1983-06-29
11/30/00,2000-11-30
6 aug 1992,1992-08-06
6/25/21,2021-06-25
september 1 2004,2004-09-01
jul 16 1990,1990-07-16
10 may 1983,1983-05-10
tue 4 dec 1979,1979-12-04
6 jan 1974,1974-01-06
sep 30 1988,1988-09-30
4/10/18,2018-04-10
